"X","Y","row","col"
-38.9583320617676,-12.2083330154419,214,1693
-76.9583358764648,-12.2083330154419,214,1237
-76.875,-12.2083330154419,214,1238
-77.0416641235352,-12.125,215,1236
-76.9583358764648,-12.125,215,1237
-75.2083358764648,-12.0416669845581,216,1258
-77.125,-12.0416669845581,216,1235
-77.0416641235352,-12.0416669845581,216,1236
-76.9583358764648,-12.0416669845581,216,1237
-76.875,-12.0416669845581,216,1238
-76.7916641235352,-12.0416669845581,216,1239
-77.125,-11.9583330154419,217,1235
-77.0416641235352,-11.9583330154419,217,1236
-76.9583358764648,-11.9583330154419,217,1237
-76.7083358764648,-11.9583330154419,217,1240
-77.125,-11.875,218,1235
-77.0416641235352,-11.875,218,1236
-76.9583358764648,-11.875,218,1237
-77.125,-11.7916669845581,219,1235
27.4583339691162,-11.7083330154419,220,2490
19.9583339691162,-11.7916669845581,219,2400
27.4583339691162,-11.625,221,2490
27.5416660308838,-11.625,221,2491
-77.2083358764648,-11.4583330154419,223,1234
-61.9583320617676,-10.875,230,1417
-77.7083358764648,-10.7916669845581,231,1228
25.4583339691162,-10.7083330154419,232,2466
-76.2083358764648,-9.95833301544189,241,1246
-35.7083320617676,-9.625,245,1732
147.20832824707,-9.45833301544189,247,3927
-40.5416679382324,-9.375,248,1674
-40.4583320617676,-9.375,248,1675
-38.2083320617676,-9.375,248,1702
-35.7916679382324,-9.54166698455811,246,1731
-78.5416641235352,-9.125,251,1218
-78.625,-9.04166698455811,252,1217
-63.875,-8.79166698455811,255,1394
-36.4583320617676,-8.875,254,1723
13.375,-8.875,254,2321
